0.0000,0.4642,0.9332,0.9301,0.9270,0.9207,0.9184,0.9176,0.9145,0.9094,0.9075,0.9029,0.8990,0.8842,0.8928,0.8905,0.8881,0.4666,0.9371,0.9332,0.7277,0.7564,0.9239,0.9191,0.9176,0.9129,0.9075,0.9052,0.9037,0.8866,0.8943,0.8928,0.8881,0.4580,0.9402,0.7008,0.7160,0.1938,0.9207,0.9161,0.9145,0.9075,0.9052,0.9037,0.8990,0.8959,0.8834,0.8959,0.8928,0.4518,0.6746,0.6896,0.7271,0.9285,0.9247,0.9223,0.0000,0.7842,0.7611,0.7819,0.7842,0.7976,0.8045,0.8028,0.7854,0.3446,0.6717,0.6810,0.6969,0.7321,0.7485,0.7616,0.7537,0.7366,0.7243,0.7286,0.7541,0.7778,0.7888,0.7988,0.8108,0.3396,0.6682,0.6787,0.6881,0.7110,0.7257,0.7417,0.7428,0.7296,0.7166,0.7187,0.7490,0.8023,0.8380,0.9094,0.9075,0.3306,0.6713,0.6816,0.6962,0.7122,0.7277,0.7428,0.7451,0.7296,0.7226,0.7265,0.7529,0.8045,0.8298,0.4234,0.9114,0.3244,0.6783,0.6816,0.6958,0.7150,0.7300,0.7479,0.7526,0.7445,0.7282,0.7288,0.7453,0.7812,0.7964,0.8057,0.8081,0.3560,0.6954,0.6983,0.7141,0.7492,0.7622,0.7900,0.7842,0.7749,0.7560,0.7611,0.7749,0.8052,0.8320,0.8485,0.8171,0.4685,0.7028,0.7117,0.7333,0.7170,0.9519,0.9484,0.9448,0.9418,0.9433,0.9371,0.9332,0.9301,0.9301,0.9270,0.9207,0.4802,0.9624,0.4260,0.7397,0.7790,0.9573,0.9526,0.9503,0.9464,0.9433,0.9402,0.9386,0.9371,0.9301,0.9301,0.9239,0.4872,0.9674,0.9744,0.9694,0.9659,0.9588,0.9573,0.9534,0.9503,0.9223,0.9433,0.9402,0.9371,0.9342,0.9301,0.9301
1000.0000,0.4642,0.9332,0.9301,0.9270,0.9207,0.9176,0.9176,0.9145,0.9094,0.9063,0.9029,0.8990,0.8842,0.8920,0.8897,0.8866,0.4666,0.9371,0.9332,0.9285,0.9270,0.9239,0.9184,0.9176,0.9122,0.9075,0.9052,0.9005,0.8881,0.8943,0.8928,0.8881,0.4596,0.1259,0.5023,0.5189,0.2813,0.9207,0.9168,0.9114,0.9075,0.9052,0.9029,0.8990,0.8943,0.8858,0.8959,0.8928,0.4526,0.4905,0.4860,0.4967,0.5202,0.5610,0.3324,0.0000,0.7403,0.7418,0.7373,0.7673,0.7877,0.7976,0.8069,0.7918,0.4580,0.3860,0.4827,0.4862,0.5062,0.5393,0.5870,0.6375,0.6929,0.7028,0.6962,0.7125,0.7657,0.7842,0.8005,0.8108,0.2193,0.4478,0.3520,0.1206,0.4990,0.5292,0.5665,0.6154,0.6702,0.6962,0.6915,0.7024,0.7766,0.8326,0.9094,0.9063,0.2055,0.3397,0.4569,0.2405,0.4961,0.5303,0.5637,0.6146,0.6721,0.6976,0.6977,0.7122,0.5804,0.8279,0.8594,0.9114,0.0000,0.4448,0.4384,0.0000,0.5017,0.5327,0.5641,0.6146,0.6767,0.7028,0.7024,0.7116,0.7502,0.7912,0.8081,0.8182,0.2137,0.4295,0.0000,0.4924,0.5114,0.5419,0.5837,0.6395,0.7053,0.7257,0.7224,0.7465,0.7865,0.8135,0.8266,0.8192,0.2333,0.4732,0.4973,0.5064,0.5274,0.5631,0.0000,0.9433,0.9433,0.9433,0.9379,0.9324,0.9301,0.9301,0.9270,0.9207,0.4794,0.9624,0.5151,0.5326,0.0000,0.9573,0.9526,0.9503,0.9464,0.9433,0.9402,0.9386,0.9371,0.9301,0.9301,0.9231,0.4872,0.9703,0.9736,0.9694,0.9643,0.9573,0.9573,0.9534,0.9503,0.7098,0.9433,0.9402,0.9371,0.9371,0.9301,0.9293
2000.0000,0.4642,0.9332,0.9301,0.9270,0.9215,0.9191,0.9176,0.9145,0.9104,0.9069,0.9021,0.8982,0.8850,0.8928,0.8897,0.8881,0.4666,0.9371,0.9332,0.9278,0.9270,0.9215,0.9191,0.9176,0.9122,0.9075,0.9052,0.9005,0.8866,0.8943,0.8928,0.8889,0.4588,0.0000,0.5059,0.5206,0.5647,0.9207,0.9168,0.9114,0.9075,0.9075,0.9052,0.9005,0.8959,0.8850,0.8959,0.8951,0.4518,0.4967,0.4903,0.4994,0.5221,0.5639,0.6713,0.0000,0.7440,0.7438,0.7409,0.7691,0.7883,0.7976,0.8057,0.7918,0.4572,0.0000,0.4895,0.4893,0.5082,0.5433,0.5942,0.6519,0.7008,0.7055,0.6977,0.7166,0.7661,0.7848,0.8017,0.8108,0.2214,0.2276,0.4644,0.3650,0.5031,0.2653,0.5761,0.6262,0.6818,0.7001,0.6940,0.7038,0.7801,0.8326,0.9085,0.9063,0.2081,0.4577,0.4631,0.4854,0.5043,0.5391,0.5756,0.6247,0.6810,0.7016,0.7001,0.7141,0.7754,0.8298,0.8586,0.9114,0.0000,0.4507,0.4452,0.0000,0.5072,0.5412,0.5772,0.6290,0.6921,0.7077,0.7032,0.7137,0.7533,0.7918,0.8081,0.8176,0.2158,0.4353,0.0000,0.4998,0.5144,0.5534,0.6030,0.6601,0.7212,0.7277,0.7257,0.7484,0.7877,0.8147,0.8260,0.8171,0.2343,0.2385,0.5016,0.5167,0.5375,0.5775,0.9484,0.9433,0.9433,0.9425,0.9402,0.9317,0.9301,0.9301,0.9270,0.9199,0.4811,0.9651,0.5249,0.5396,0.0000,0.9573,0.9526,0.9503,0.9464,0.9433,0.9402,0.9386,0.9371,0.9301,0.9301,0.9239,0.4872,0.9674,0.9713,0.9694,0.9643,0.9596,0.9573,0.9544,0.9503,0.7098,0.9433,0.9402,0.9371,0.9332,0.9301,0.9301
3000.0000,0.4642,0.9332,0.9301,0.9270,0.9215,0.9176,0.9176,0.9145,0.9094,0.9063,0.9029,0.8990,0.8842,0.8928,0.8897,0.8866,0.4666,0.9371,0.9332,0.7327,0.7641,0.9207,0.9191,0.9168,0.9129,0.9075,0.9052,0.9005,0.8897,0.8943,0.8928,0.8881,0.4580,0.7327,0.7199,0.7366,0.2309,0.9207,0.9168,0.9129,0.9075,0.9052,0.9029,0.9005,0.8936,0.8834,0.8959,0.8928,0.4526,0.7032,0.7127,0.7383,0.6960,0.9239,0.9207,0.9168,0.3895,0.7535,0.7783,0.7853,0.7976,0.8045,0.8063,0.7871,0.0000,0.7024,0.7055,0.7176,0.7434,0.7445,0.7550,0.7459,0.7339,0.7211,0.7271,0.7514,0.7742,0.7871,0.8011,0.7999,0.3512,0.6946,0.6977,0.7032,0.7176,0.7257,0.7350,0.7366,0.7265,0.7133,0.7133,0.7409,0.7964,0.8380,0.9094,0.9075,0.3384,0.6929,0.7032,0.7055,0.7127,0.7265,0.7372,0.7389,0.7296,0.7211,0.7218,0.7444,0.8017,0.8273,0.8490,0.9114,0.3633,0.7012,0.7083,0.7055,0.7172,0.7333,0.7451,0.7463,0.7428,0.7265,0.7261,0.7411,0.7790,0.7941,0.8051,0.8051,0.3638,0.7059,0.7122,0.7311,0.7584,0.7685,0.7982,0.7871,0.7702,0.7545,0.7588,0.7766,0.8022,0.8236,0.8285,0.8147,0.4676,0.7265,0.7348,0.7778,0.9573,0.9519,0.9474,0.9433,0.9425,0.9433,0.9394,0.9332,0.9301,0.9301,0.9270,0.9207,0.4802,0.9624,0.7339,0.7485,0.9581,0.9573,0.9519,0.9503,0.9464,0.9433,0.9402,0.9386,0.9371,0.9301,0.9301,0.9231,0.4872,0.9674,0.9736,0.6255,0.9643,0.9581,0.9573,0.9554,0.9503,0.9493,0.9433,0.9402,0.9371,0.9371,0.9301,0.9301
4000.0000,0.4642,0.9332,0.9301,0.7564,0.9215,0.9191,0.9176,0.9145,0.9104,0.9069,0.9021,0.8990,0.8850,0.8928,0.8905,0.8866,0.4666,0.9342,0.7428,0.7479,0.9239,0.9239,0.9191,0.9176,0.9122,0.9075,0.9052,0.9005,0.8866,0.8943,0.8928,0.8881,0.4588,0.7611,0.7502,0.7760,0.9247,0.9199,0.9168,0.9114,0.9075,0.9052,0.9052,0.8990,0.8959,0.8828,0.8959,0.8928,0.4526,0.7350,0.7459,0.7754,0.6960,0.9223,0.9223,0.9168,0.7778,0.7599,0.7812,0.7865,0.8005,0.8075,0.8075,0.7871,0.4572,0.7411,0.7292,0.7407,0.7496,0.7611,0.7634,0.7490,0.7327,0.7232,0.7292,0.7537,0.7778,0.7918,0.8034,0.8045,0.3664,0.7300,0.7218,0.7222,0.7277,0.7366,0.7397,0.7372,0.7265,0.7141,0.7166,0.7490,0.7953,0.8347,0.9075,0.9069,0.3574,0.7304,0.7199,0.7211,0.7265,0.7350,0.7378,0.7401,0.7277,0.7215,0.7249,0.7550,0.8063,0.8298,0.6407,0.9114,0.0000,0.7440,0.7282,0.7286,0.7339,0.7445,0.7537,0.7514,0.7407,0.7271,0.7277,0.7453,0.7801,0.7964,0.8069,0.8081,0.3906,0.7520,0.7526,0.7653,0.7731,0.7877,0.8040,0.7900,0.7685,0.7545,0.7605,0.7754,0.8051,0.8242,0.8345,0.8129,0.4693,0.7714,0.7754,0.2152,0.9573,0.9519,0.9464,0.9433,0.9433,0.9433,0.9394,0.9332,0.9301,0.9301,0.9270,0.9199,0.4811,0.9624,0.7552,0.7737,0.9588,0.9573,0.9526,0.9503,0.9464,0.9433,0.9402,0.9386,0.9352,0.9301,0.9301,0.9239,0.4872,0.9674,0.9728,0.7708,0.9643,0.9588,0.9573,0.9534,0.9503,0.6849,0.9433,0.9402,0.9379,0.9371,0.9301,0.9293
5000.0000,0.4651,0.9332,0.9301,0.9270,0.9207,0.9191,0.9176,0.9145,0.9094,0.9069,0.9029,0.8990,0.8842,0.8928,0.8905,0.8866,0.4666,0.9371,0.6655,0.6849,0.9247,0.9215,0.9191,0.9176,0.9129,0.9075,0.9052,0.9005,0.8874,0.8943,0.8928,0.8897,0.4588,0.6105,0.6173,0.6719,0.9247,0.9207,0.9176,0.9145,0.9075,0.9075,0.9021,0.8998,0.8936,0.8834,0.8959,0.8928,0.3003,0.5828,0.5950,0.6200,0.6570,0.9231,0.9215,0.4580,0.1950,0.7513,0.5624,0.7783,0.7930,0.7999,0.8057,0.7877,0.0000,0.5804,0.5818,0.6000,0.6230,0.6741,0.6999,0.7271,0.7292,0.7141,0.7160,0.7382,0.7731,0.7871,0.8017,0.8063,0.2929,0.5715,0.5793,0.5968,0.6210,0.6546,0.6830,0.7083,0.7211,0.7102,0.7088,0.7286,0.7958,0.8380,0.9094,0.9063,0.2813,0.5657,0.5781,0.6014,0.6231,0.6496,0.6791,0.7102,0.7211,0.7133,0.7148,0.7316,0.7964,0.8256,0.8528,0.9114,0.0000,0.5746,0.5820,0.5946,0.6210,0.6554,0.6806,0.7160,0.7304,0.7215,0.7187,0.7321,0.7754,0.7930,0.8057,0.8063,0.2988,0.5878,0.5889,0.6064,0.6317,0.6886,0.7199,0.5703,0.7648,0.7496,0.7502,0.7638,0.7982,0.8209,0.8260,0.8153,0.4685,0.5968,0.6053,0.6262,0.5015,0.9519,0.9464,0.9448,0.9433,0.9433,0.9386,0.9324,0.9301,0.9301,0.9270,0.9207,0.4811,0.9624,0.6511,0.6793,0.5726,0.9573,0.9511,0.9503,0.9464,0.9433,0.9402,0.9386,0.9371,0.9301,0.9301,0.9239,0.4872,0.9694,0.9736,0.9694,0.9643,0.9581,0.9573,0.9573,0.9503,0.9474,0.9433,0.9402,0.9379,0.9371,0.9301,0.9301
6000.0000,0.4642,0.9332,0.9301,0.9270,0.9215,0.9184,0.9176,0.9145,0.9104,0.9069,0.9029,0.8990,0.8828,0.8928,0.8897,0.8866,0.4666,0.9361,0.9332,0.0000,0.9270,0.9215,0.9191,0.9176,0.9129,0.9075,0.9052,0.9005,0.8874,0.8943,0.8928,0.8881,0.4596,0.4977,0.4944,0.5103,0.5441,0.2302,0.9161,0.9145,0.9075,0.9075,0.9037,0.9021,0.8951,0.8866,0.8959,0.8928,0.4526,0.4899,0.4841,0.4928,0.5130,0.5472,0.6251,0.0000,0.7218,0.7373,0.7302,0.5736,0.7860,0.7976,0.8057,0.7935,0.4588,0.0000,0.4779,0.4837,0.5016,0.5318,0.5757,0.6226,0.6799,0.6973,0.6923,0.7059,0.7653,0.7848,0.8005,0.8130,0.2276,0.3576,0.4767,0.4804,0.4981,0.5249,0.5577,0.6057,0.6659,0.6912,0.6896,0.6999,0.7801,0.8320,0.9094,0.9063,0.0000,0.3353,0.4656,0.4827,0.5000,0.5256,0.5567,0.5975,0.6608,0.6935,0.6954,0.7083,0.5726,0.8272,0.8601,0.9114,0.2160,0.4435,0.4860,0.4884,0.5037,0.5295,0.5587,0.6045,0.6640,0.6983,0.6977,0.7092,0.7459,0.7894,0.8081,0.8165,0.0000,0.0000,0.4934,0.4928,0.5126,0.5396,0.5798,0.6352,0.7034,0.7224,0.7209,0.7455,0.7848,0.8130,0.8260,0.8171,0.4717,0.5210,0.5059,0.5109,0.5297,0.5637,0.0000,0.9441,0.9433,0.9433,0.9394,0.9324,0.9301,0.9301,0.9270,0.9207,0.4802,0.9624,0.3961,0.5387,0.0000,0.9573,0.9526,0.9503,0.9464,0.9433,0.9402,0.9379,0.9371,0.9301,0.9301,0.9239,0.4872,0.9694,0.9744,0.9694,0.9643,0.9596,0.9573,0.9534,0.9503,0.9464,0.9433,0.9402,0.9379,0.9371,0.9301,0.9301
7000.0000,0.4651,0.9332,0.9301,0.9270,0.9207,0.9184,0.9176,0.9145,0.9104,0.9075,0.9029,0.8982,0.8828,0.8920,0.8897,0.8874,0.4666,0.9371,0.9332,0.0000,0.9270,0.9215,0.9184,0.9176,0.9129,0.9075,0.9052,0.9013,0.8881,0.8943,0.8928,0.8881,0.4588,0.5505,0.5410,0.5540,0.0000,0.9207,0.9145,0.9129,0.9085,0.9075,0.9029,0.8990,0.8943,0.8850,0.8959,0.8928,0.4526,0.5219,0.5181,0.5307,0.5577,0.6049,0.6849,0.0000,0.7502,0.7438,0.7440,0.7696,0.7883,0.7976,0.8069,0.7918,0.4572,0.0000,0.5159,0.5208,0.5415,0.5761,0.4604,0.5068,0.7083,0.7098,0.7028,0.7209,0.7673,0.7848,0.7994,0.8077,0.2545,0.5216,0.5132,0.5214,0.5394,0.5721,0.6161,0.6620,0.7003,0.7032,0.6966,0.7092,0.7830,0.8306,0.9085,0.9069,0.2401,0.5237,0.5091,0.5229,0.5509,0.5812,0.6204,0.6593,0.6989,0.7038,0.7032,0.7166,0.7830,0.8285,0.8572,0.9114,0.2419,0.5353,0.5214,0.5286,0.5427,0.5777,0.6173,0.6604,0.7055,0.7133,0.7088,0.7183,0.7568,0.7918,0.8081,0.8165,0.2689,0.5546,0.5344,0.5371,0.5532,0.5858,0.6566,0.7063,0.7391,0.7358,0.7339,0.7537,0.7883,0.8147,0.8260,0.8171,0.4685,0.4192,0.5419,0.5507,0.5769,0.0000,0.9464,0.9433,0.9433,0.9433,0.9379,0.9324,0.9301,0.9301,0.9270,0.9199,0.4811,0.9624,0.0000,0.5952,0.0000,0.9573,0.9519,0.9503,0.9464,0.9433,0.9402,0.9379,0.9371,0.9301,0.9301,0.9223,0.4872,0.9694,0.9728,0.9694,0.9643,0.9573,0.9563,0.9573,0.9503,0.7098,0.9433,0.9402,0.9371,0.9371,0.9301,0.9301
8000.0000,0.4651,0.9332,0.9301,0.9270,0.9207,0.9176,0.9176,0.9145,0.9114,0.9069,0.9029,0.8990,0.8834,0.8928,0.8897,0.8874,0.4666,0.9371,0.7009,0.7459,0.7696,0.9215,0.9191,0.9176,0.9122,0.9075,0.9052,0.9005,0.8873,0.8943,0.8928,0.8881,0.4596,0.6585,0.7422,0.7541,0.6002,0.9176,0.9161,0.9122,0.9075,0.9052,0.9021,0.8998,0.8959,0.8850,0.8959,0.8928,0.4526,0.7215,0.7257,0.7508,0.7953,0.9239,0.4612,0.0000,0.5863,0.7526,0.7766,0.7830,0.7976,0.8057,0.8069,0.7871,0.4572,0.7230,0.7211,0.7265,0.7434,0.7479,0.7566,0.7467,0.7350,0.7211,0.7261,0.7490,0.7748,0.7871,0.8011,0.8028,0.3658,0.7172,0.7133,0.7116,0.7193,0.7300,0.7354,0.7366,0.7265,0.7133,0.7133,0.7409,0.7976,0.8374,0.9094,0.9075,0.3512,0.7148,0.7176,0.7133,0.7172,0.7288,0.7389,0.7389,0.7300,0.7211,0.7211,0.7449,0.8028,0.8298,0.4270,0.9114,0.3854,0.7339,0.7193,0.7199,0.7292,0.7397,0.7473,0.7490,0.7428,0.7265,0.7257,0.7417,0.7790,0.7947,0.8057,0.8069,0.0000,0.7358,0.7327,0.7449,0.7708,0.7853,0.6152,0.7935,0.7714,0.7557,0.7605,0.7766,0.8011,0.8209,0.8273,0.8096,0.4685,0.7628,0.7552,0.7766,0.9544,0.9519,0.9464,0.9433,0.9418,0.9433,0.9386,0.9324,0.9301,0.9301,0.9270,0.9207,0.4802,0.9624,0.5722,0.7545,0.7953,0.9573,0.9511,0.9503,0.9464,0.9433,0.9402,0.9386,0.9371,0.9301,0.9301,0.9223,0.4881,0.9684,0.9728,0.9694,0.9643,0.9588,0.9573,0.9573,0.9503,0.4724,0.9433,0.9402,0.9371,0.9342,0.9301,0.9293
9000.0000,0.4642,0.9332,0.9301,0.7576,0.9207,0.9176,0.9176,0.9145,0.9085,0.9069,0.9021,0.8990,0.8834,0.8920,0.8897,0.8866,0.4666,0.9352,0.7440,0.7473,0.9239,0.9239,0.9191,0.9176,0.9129,0.9075,0.9052,0.9005,0.8881,0.8943,0.8928,0.8881,0.4580,0.7593,0.7490,0.7754,0.9255,0.9184,0.9161,0.9122,0.9075,0.9063,0.9029,0.8990,0.8943,0.8834,0.8959,0.8928,0.4526,0.7339,0.7422,0.7679,0.7970,0.9207,0.9207,0.0000,0.7778,0.7570,0.7790,0.7842,0.7976,0.8045,0.8057,0.7871,0.0000,0.7405,0.7316,0.7366,0.7479,0.7564,0.7611,0.7496,0.7327,0.7211,0.7271,0.7526,0.7766,0.7877,0.8034,0.8069,0.3708,0.7288,0.7215,0.7211,0.7271,0.7350,0.7372,0.7366,0.7265,0.7133,0.7141,0.7465,0.7999,0.8368,0.9094,0.9063,0.3567,0.7304,0.7226,0.7187,0.7265,0.7327,0.7405,0.7401,0.7277,0.7222,0.7232,0.7526,0.8069,0.8353,0.0000,0.9114,0.3918,0.7428,0.7304,0.7277,0.7354,0.7440,0.7531,0.7520,0.7417,0.7265,0.7265,0.7444,0.7812,0.7964,0.8075,0.8096,0.3836,0.7451,0.7514,0.7644,0.7777,0.7923,0.4054,0.7929,0.7685,0.7545,0.7599,0.7760,0.8017,0.8203,0.8272,0.8096,0.4685,0.7720,0.7691,0.8040,0.9573,0.9519,0.9464,0.9433,0.9433,0.9433,0.9402,0.9332,0.9301,0.9301,0.9270,0.9207,0.4811,0.9624,0.7537,0.7673,0.9588,0.9573,0.9526,0.9503,0.9464,0.9433,0.9402,0.9386,0.9352,0.9301,0.9301,0.9231,0.4872,0.9674,0.9713,0.7702,0.9643,0.9596,0.9573,0.9534,0.9503,0.9474,0.9433,0.9402,0.9371,0.9342,0.9301,0.9301
