1.645761324463325650e+02,7.882266578418530401e+01
1.617996572437204463e+02,7.272761750627434196e+01
1.577417242845786234e+02,6.729491939861175354e+01
1.587626803186275311e+02,6.919799047057472308e+01
1.573996997166066762e+02,6.404047933217755428e+01
1.500713536717219938e+02,5.097406243576055829e+01
1.579866124986185412e+02,6.659851757628317159e+01
1.590246555718994443e+02,6.967410908127868652e+01
1.562397646685295456e+02,6.214040049084319151e+01
1.512647009621995835e+02,5.172526266210044099e+01
1.561419796263142246e+02,6.071243954313170832e+01
1.644281498211333883e+02,8.080149874848747515e+01
1.601851382622236315e+02,7.221736671831681065e+01
1.646178603954933806e+02,8.002168240468634508e+01
1.608818796262050910e+02,7.174569204220546226e+01
1.538890953325051498e+02,5.966002245297019613e+01
1.620135454333934888e+02,7.506537180360987804e+01
1.535944520223160339e+02,5.724907335513442064e+01
1.566287172906761782e+02,6.373579668029454126e+01
1.598334774919001688e+02,6.944289931766357427e+01
1.506432603654738784e+02,5.264653475619206091e+01
1.526312365076099695e+02,5.447286800968427656e+01
1.535174416399494248e+02,5.780782038302430692e+01
1.609262034478356611e+02,6.999222626756278487e+01
1.603918177999026398e+02,7.069837925019871250e+01
1.593315430064840257e+02,6.883228677750383895e+01
1.527650883589113278e+02,5.556031653991185237e+01
1.599333892598127989e+02,6.822524142446796702e+01
1.592746491178425572e+02,6.907654481316319561e+01
1.645819702887843903e+02,7.782470785120821688e+01
1.552650910160585909e+02,6.104657976732959668e+01
1.632882800546523754e+02,7.522642560562108827e+01
1.599758541129311880e+02,7.050777057597076691e+01
1.583025650084915696e+02,6.777199780633999637e+01
1.589398250309282616e+02,6.665297133460657619e+01
1.531432906941817294e+02,5.795557255998129875e+01
1.500097221649239714e+02,5.028275013867445153e+01
1.532920461039309714e+02,5.695202179338807724e+01
1.591186774989659796e+02,7.019198244247793639e+01
1.549574741012634433e+02,5.935053677963392715e+01
1.622788370312160566e+02,7.461615424103713679e+01
1.505423249199143356e+02,5.123290472929235051e+01
1.559497323378066369e+02,6.110014318248295950e+01
1.585208427218397276e+02,6.722958351653940667e+01
1.549434431680836610e+02,6.095709545261233586e+01
1.590938129558749665e+02,6.654127707559480598e+01
1.512733627005708570e+02,5.311941206674189431e+01
1.524897169904120915e+02,5.420557001072169356e+01
1.541194673953712027e+02,5.925199271059494777e+01
1.787213333103705111e+02,1.074913220835187246e+02
1.800435567097340481e+02,1.084517900750306865e+02
1.715930801235592753e+02,9.408200496393796186e+01
1.771176926665314681e+02,1.047820427212447498e+02
1.781336902514705685e+02,1.063186992323857964e+02
1.773588838454188306e+02,1.050789409538324435e+02
1.771798860255176749e+02,1.061477113374752435e+02
1.753222246235368686e+02,1.024068645436420866e+02
1.733943963253703373e+02,9.575579965702397089e+01
1.832209832740242348e+02,1.176978981758625480e+02
1.834598329345457444e+02,1.183679677799364214e+02
1.770073885164603666e+02,1.049880507360786055e+02
1.729210405227061074e+02,9.395568752940846480e+01
1.820149195477560795e+02,1.142674874067500781e+02
1.716736850483515013e+02,9.459883413780316630e+01
1.719628609899663445e+02,9.255936025728908589e+01
1.785817024984136765e+02,1.071605017914633748e+02
1.754939497174315193e+02,1.017527546553629776e+02
1.793522819492007159e+02,1.076340688789512825e+02
1.826503185978639578e+02,1.143043363072762020e+02
1.786079652950258492e+02,1.083503776303220150e+02
1.711086551220667786e+02,9.121715432833191528e+01
1.766129534613260716e+02,1.044970008403249011e+02
1.829310179406094221e+02,1.173725177242345268e+02
1.795373830442177336e+02,1.102608398530571066e+02
1.759517954576368197e+02,1.035678829174629385e+02
1.744547026584319838e+02,1.000914942008879223e+02
1.706607497873510226e+02,8.940264431615906915e+01
1.837996527307882388e+02,1.169081195245611866e+02
1.822577604923112915e+02,1.136810148291256581e+02
1.701506373289543319e+02,9.069863067945492219e+01
1.819332683360937892e+02,1.147456075130832289e+02
1.786840449692817856e+02,1.073731234128657661e+02
1.704907309550160051e+02,9.058108831904449687e+01
1.766090987357193285e+02,1.041408429779013574e+02
1.736032633794555124e+02,9.862859612947065102e+01
1.774455546312249794e+02,1.061522626846100792e+02
1.770763416650014221e+02,1.043805268882902624e+02
1.724188273137172871e+02,9.421506524117917536e+01
1.781005732112631392e+02,1.045357652513750963e+02
1.839227866343084941e+02,1.178186432622694610e+02
1.742007164216453816e+02,1.000189362579545218e+02
1.710853346760017075e+02,9.147829805431008765e+01
1.770828975751961707e+02,1.043105273777467090e+02
1.750961266453478800e+02,9.960736484343347286e+01
1.831395571217986458e+02,1.155217102943303615e+02
1.813660593280658873e+02,1.146852145679019657e+02
1.823447909668315106e+02,1.165881873946151899e+02
1.794056985927745984e+02,1.085324781769577527e+02
1.812811135735705648e+02,1.134140003427425825e+02
1.738418691449029438e+02,8.372272691751312834e+01
1.820420994548428553e+02,9.938105352402428139e+01
1.814991675661971442e+02,9.767173271170196358e+01
1.778612265285273395e+02,9.016720856101713366e+01
1.831763262553847937e+02,1.025196244854752479e+02
1.825722552189004375e+02,1.004256976527600926e+02
1.778435619772467362e+02,9.210623591758418627e+01
1.777988532904931560e+02,9.197816778633371371e+01
1.735995832015702547e+02,8.326423307743469593e+01
1.801646432164494342e+02,9.415705855942141511e+01
1.785191420360122549e+02,9.067084662587781452e+01
1.818939725314402551e+02,9.785786240657850499e+01
1.770306201641750476e+02,9.056118536583085188e+01
1.823317143598445682e+02,1.007127259986636858e+02
1.749770791906912564e+02,8.412824676740113716e+01
1.711524483549973183e+02,7.680298016527149230e+01
1.731969572152113983e+02,8.197328770274098986e+01
1.835140819267788856e+02,1.016510386654244940e+02
1.723026300214019955e+02,8.088831841442429038e+01
1.727586247845081573e+02,8.028055807879542272e+01
1.823775788389675370e+02,1.011242002613973199e+02
1.793001503187044818e+02,9.282274851327684928e+01
1.828135575339556738e+02,9.907289097488525442e+01
1.835055615271359102e+02,1.016849924434712591e+02
1.802746915753599808e+02,9.530856060396261853e+01
1.814238716231002684e+02,9.820865315072032331e+01
1.725530950033934801e+02,7.958686584078523651e+01
1.780657821340791713e+02,9.083695751270803953e+01
1.762176328642097474e+02,8.737585788256288311e+01
1.709082796622560636e+02,7.676309059435310189e+01
1.803252273684978775e+02,9.641418565663664708e+01
1.736419697133414957e+02,8.036894687111697522e+01
1.771755759883780854e+02,8.917833388694562302e+01
1.830959743845122318e+02,9.986380525917203954e+01
1.729488162093804249e+02,8.288318227158040941e+01
1.727598982053218037e+02,8.110535660435020588e+01
1.785818002498266708e+02,9.043778837045056207e+01
1.802949152895560303e+02,9.498819510541780176e+01
1.713539118560010195e+02,7.574773774468437182e+01
1.744674457647638519e+02,8.479507918233306896e+01
1.812946328090613974e+02,9.919434454020530723e+01
1.750082839621982203e+02,8.511842368399786096e+01
1.822787349253614195e+02,9.924079141841983187e+01
1.781712091645302394e+02,9.106607379602985475e+01
1.837674435288718371e+02,1.021057348255396846e+02
1.755514921700605839e+02,8.532562504623497546e+01
1.761784076209788452e+02,8.594136644604914466e+01
1.817448067348006759e+02,9.920856944280946266e+01
